Title,Rating,Votes,Genre,Duration(in_mins)
The Captives,3.5,66,Action,73.0
Zénithal,5.3,70,Action,80.0
Love You as the World Ends Final,6.5,36,Action,115.0
Inkabi,4.7,79,Action,101.0
Harom Hara,7.7,3000,Action,154.0
Villain - Life of a Gangster,8.9,156,Action,141.0
Stranded Pearl,6.0,27,Action,90.0
Uninvited,6.7,70,Action,93.0
The Very Last Christmas,8.5,11,Action,75.0
Game On,5.3,2300,Action,140.0
Appudo Ippudo Eppudo,4.7,228,Action,120.0
Joachim and the Apocalypse,7.2,13,Action,90.0
Raktaksha,8.4,1400,Action,118.0
Brattt,4.7,67,Action,117.0
Pariah Volume 1: Every Street Dog Has a Name,6.9,384,Action,138.0
Surge of Power: Where There's Smoke,6.5,13,Action,68.0
Transformers Prime: Galavatron's Revenge,3.0,5,Action,104.0
Hide and Seek,8.2,54,Action,130.0
Chaari 111,4.8,257,Action,130.0
Kade,6.5,15,Action,92.0
The Burden of Nine Lives,4.8,100,Action,116.0
Pranaya Godari,7.8,2400,Action,148.0
Gam Gam Ganesha,5.3,309,Action,140.0
The Escapee 3: The Final Escape,2.7,63,Action,83.0
Die Chaosschwestern und Pinguin Paul,5.7,66,Action,100.0
Death Bitch,7.5,19,Action,88.0
Faster: Only one lap,7.1,23,Action,90.0
Tokusou Sentai Dekaranger 20th: Fireball Booster,7.1,29,Action,50.0
Thiragabadara Saami,6.5,95,Action,115.0
Rock 'n' Roll Ringo,6.4,52,Action,101.0
Speed 220,6.8,1000,Action,114.0
The Bodyguard,6.6,28,Action,87.0
Zoloto Umalty,5.0,106,Action,109.0
Fights Break Sphere 3,4.7,8,Action,81.0
Blocking the Horse,6.2,8,Action,94.0
Purushothamudu,7.7,12,Action,120.0
Athhoi,8.0,133,Action,158.0
Weapon,5.5,5500,Action,120.0
"Bullets, Brothers and Blood",7.8,13,Action,85.0
"Silex and the City, le film",4.9,47,Action,77.0
Kill the Children first,7.8,25,Action,106.0
Day of the Diesels,7.2,9,Action,100.0
Shri Swapankumarer Badami Hyenar Kobole,5.6,323,Action,146.0
Yao Shen Ling,6.7,66,Action,93.0
Chhota Bheem and the Curse of Damyaan,4.8,2300,Action,145.0
Inanimate Insanity II: The Movie,8.3,226,Action,106.0
Marni: The Story of Wewe Gombel,5.9,201,Action,119.0
Cândido,6.3,58,Action,99.0
Haraa,5.5,2900,Action,136.0
Krishnamma,6.2,364,Action,138.0
Ultraman Blazar the Movie: Tokyo Kaiju Showdown,7.5,81,Action,75.0
Heavens: The Boy and His Robot,6.3,21,Action,98.0
The Correct Way of Youth,9.3,780,Action,90.0
Sith Wars: Episódio III - Fantasmas Dos Sith,8.6,114,Action,99.0
The Drunken Prodigy,5.6,15,Action,107.0
Oru Anveshanathinte Thudakkam,7.1,830,Action,181.0
Speed Fight,6.8,52,Action,87.0
Thankamani,4.6,229,Action,156.0
Surrender,7.8,15,Action,149.0
Blood Vendetta,7.7,235,Action,90.0
Reeza GTR,7.4,14,Action,91.0
Achilles Curse and the Curse of Treasure,7.4,24,Action,125.0
Bhimaa,5.1,1200,Action,141.0
Rebel,3.2,64,Action,100.0
Jigar,7.1,18,Action,122.0
The Yoshi Movie,7.7,12,Action,105.0
Best Cop Ever,4.3,49,Action,122.0
Sacrum Vindictae II,4.5,13,Action,114.0
Nothing Unusual,9.7,12,Action,92.0
Battling to Survive,7.0,52,Action,74.0
Kadakan,4.0,112,Action,128.0
Jurassic Exorcist,3.9,21,Action,76.0
Pushpaka Vimanam,5.6,16,Action,137.0
Oversteer,4.9,18,Action,86.0
Raju Gari Ammayi Naidu Gari Abbayi,8.5,3100,Action,158.0
Charlotte Link - Ohne Schuld,5.5,41,Action,89.0
Chinatown Chacha,5.1,55,Action,103.0
Hope & Glory,6.6,142,Action,44.0
Nasha Jurm Aur Gangsters,7.0,2400,Action,137.0
Babu,7.6,182,Action,142.0
Break War,2.4,14,Action,86.0
The Mystery of Humanoid Puppet,6.7,60,Action,88.0
Re Xue Ran Shao,4.2,17,Action,113.0
Agent 86,6.7,6,Action,87.0
Genis Aile 4: Cevahir & Ulvi,6.9,53,Action,90.0
La Tamalera,8.2,9,Action,115.0
Mobile Suit Gundam: Silver Phantom,6.1,13,Action,90.0
Tranquility: Ghost Stories,7.6,53,Action,88.0
Kamen Rider Geats: Jyamato Awaking,7.9,70,Action,54.0
Too Little Too Late,5.5,8,Action,66.0
Di Renjie: Tongtian xuan an,7.2,15,Action,85.0
The Journey of Flower,3.9,25,Action,97.0
The End of Hen,9.7,9,Action,67.0
Dreams,8.0,5,Action,106.0
Wilhelm Gustloff,8.7,8,Action,110.0
Usire Usire,7.5,1100,Action,151.0
Dhaaak,8.6,24,Action,128.0
Rooban,6.5,281,Action,125.0
El Duro,5.9,12,Action,90.0
Kiyma: Orman Kanunlari,4.3,35,Action,81.0
Halloween: Mal Eterno,8.2,224,Action,50.0
Dark World,4.5,14,Action,135.0
Lorry Chapter-1,5.8,2400,Action,183.0
Played,6.2,11,Action,96.0
Yentha Panichesav Chanti,9.5,85,Action,135.0
Firework,6.6,11,Action,60.0
Jiwa 8 Belas,5.0,19,Action,86.0
Death Game,5.2,14,Action,87.0
Shockwaves 2,2.8,146,Action,79.0
E-mail,5.4,805,Action,119.0
Vi possiamo salvare,2.7,102,Action,89.0
The Delegator,4.2,17,Action,96.0
Max Beyond,6.6,17,Action,93.0
Joy Hanu Man,8.9,25,Action,143.0
Ohsama Sentai King-Ohger vs. Donbrothers,6.8,36,Action,26.0
Shadows of Betrayal: Chronicles of Ian Blair,7.3,12,Action,65.0
Zhi Bao,5.7,17,Action,100.0
The Kills,8.8,8,Action,70.0
Operation Star,7.6,23,Action,102.0
Useful Idiots,7.8,13,Action,92.0
Seetha Kalyana Vaibhogame,8.6,2000,Action,146.0
Dheera Bhagat Roy,7.8,1100,Action,150.0
Operation Wakaliga: Fate and Blood,6.7,11,Action,66.0
Mirg,6.3,35,Action,83.0
Abnormal: Buas,5.6,26,Action,90.0
Gull Lake Vice II: The Delusion Continues,8.2,16,Action,58.0
Me and the Dragon's Daughter,5.2,10,Action,75.0
Dheera,8.0,1300,Action,123.0
Inexternal,3.2,19,Action,83.0
The SML YTP Movie 2: Dimension Trouble,8.3,13,Action,94.0
Pithala Maathi,7.8,848,Action,140.0
The Deal,8.8,25,Action,130.0
Serra das Almas,6.3,10,Action,120.0
The Domino File,4.7,7,Action,102.0
Common Creed: Trafficking,6.7,8,Action,106.0
Revenge,1.6,37,Action,127.0
Crypto Storm,4.7,32,Action,101.0
Seven Heroes Beat the Monster,6.8,51,Action,89.0
Atu Nuvve Itu Nuvve,7.0,11,Action,123.0
Nenu Keerthana,9.0,2100,Action,155.0
Inherited,9.5,21,Action,76.0
The Bottom Line,7.0,10,Action,107.0
Bullet,9.1,568,Action,131.0
Jimmy's Friends,7.0,10,Action,94.0
Opportunity,9.1,89,Action,96.0
Raja 420,6.1,21,Action,81.0
Ugravatara,7.9,552,Action,122.0
Skhvatka,5.2,23,Action,107.0
Runnin' from Wolves,7.2,10,Action,133.0
The Winter Prophecy,7.9,13,Action,52.0
S-99,8.7,2100,Action,119.0
Gally Gang Stars,9.0,2000,Action,157.0
Hocus Focus,7.9,19,Action,85.0
Kreem,6.8,128,Action,115.0
AK47,7.2,14,Action,146.0
Bloodlust,8.2,11,Action,97.0
Opasni shmatki,5.2,18,Action,92.0
Vorovka,4.9,48,Action,90.0
Mr. Natwarlal,7.6,778,Action,130.0
Vey Dharuvey,6.5,2300,Action,127.0
Urban Vengeance,5.2,11,Action,79.0
Passazhiry,4.6,31,Action,80.0
Sathyam,7.1,8,Action,134.0
Klaantha,6.2,518,Action,107.0
Big Brother,8.2,2000,Action,115.0
Bloody Escape,6.1,25,Action,100.0
Kohinoor,8.1,22,Action,119.0
Combat Code: Hunt,7.4,17,Action,76.0
Roudhra Rupaya,7.6,2000,Action,132.0
Warrior Awang and Master Tok Gajah,4.6,472,Action,118.0
Ajay Gadu,7.3,1000,Action,108.0
Daanvi,1.7,7,Action,117.0
El Junior Del Patron,8.2,5,Action,92.0
Cholay,8.7,54,Action,60.0
Piri Reis: The Incredible Chart,6.8,21,Action,138.0
Be Forever Yamato: Rebel 3199: Part 1: Dark Invasion,7.0,9,Action,50.0
Janna Endoro,8.1,15,Action,120.0
Mandya Haida,6.2,236,Action,139.0
The Overseas Killer,6.4,52,Action,104.0
Whispers of the Imperial City,6.8,53,Action,90.0
The ShortCut,7.8,1800,Action,138.0
Xiao zi,3.5,12,Action,101.0
Kaale Angrej,5.5,17,Action,131.0
Bad Ass Sista,6.9,8,Action,80.0
Duelo De Capos,7.6,14,Action,83.0
Leha,2.3,42,Action,98.0
SMB-plush presents trick or death,8.8,15,Action,120.0
Anger,8.8,18,Action,83.0
Give Me Babies,6.7,6,Action,23.0
"La Protegida, La Película",9.3,16,Action,67.0
Dhil Raja,8.7,136,Action,106.0
Kyle and the Last Emerald 2,8.4,7,Action,15.0
Krapiva: Tsvetok smerti,6.0,48,Action,81.0
Dirty Fellow,6.9,3800,Action,119.0
Guxim,7.7,34,Action,75.0
Po du xing dong,6.8,5,Action,79.0
Mahserin Üç Delisi,5.9,16,Action,78.0
Travesty,6.4,5,Action,78.0
Rudra: The Beginning,9.4,38,Action,135.0
Out of the Shadow,6.5,6,Action,89.0
Full Clip for a Snitch,3.9,18,Action,75.0
Los Hijos De Camelia y Emilio,7.4,14,Action,82.0
Pungut,6.7,11,Action,100.0
The Mirage,8.9,10,Action,106.0
Zen Fist,7.2,8,Action,45.0
Happy Dragons,4.9,9,Action,97.0
Lealtad o Morir,8.2,9,Action,87.0
Kallu Compound 1995,8.1,2000,Action,140.0
The Vent,8.9,14,Action,3.0
Sesh Bazi,6.2,10,Action,132.0
Killer Lee,1.9,9,Action,87.0
Spider-Man: Dimension Rift,8.4,13,Action,127.0
Luna de Hiel,6.0,6,Action,83.0
PW V: Tears of the Fallen,8.2,11,Action,60.0
Sehnsucht nach Firdaws,8.5,6,Action,103.0
StarGazer: The Need of the Many,5.0,9,Action,47.0
No Man Standing,8.6,11,Action,93.0
Jefa De Jefas,8.2,9,Action,82.0
War with the Evil,6.3,52,Action,85.0
Isle: Alpha One,8.4,7,Action,97.0
El Cartel De Teresa,8.0,9,Action,96.0
Bush Knife,7.0,7,Action,90.0
Bring Back the Colour,5.9,7,Action,47.0
Kyle and the Last Emerald,5.6,17,Action,20.0
Gadha17,8.0,11,Action,90.0
Siete Vidas - El Levanton,9.6,5,Action,45.0
Las Hermanas Del Cartel,8.2,5,Action,91.0
Moana 2,6.7,91000,Adventure,100.0
Flow,7.9,63000,Adventure,85.0
Twisters,6.5,162000,Adventure,122.0
Gladiator II,6.5,219000,Adventure,148.0
The Day the Earth Blew Up: A Looney Tunes Movie,7.0,2800,Adventure,91.0
Sonic the Hedgehog 3,6.9,54000,Adventure,110.0
Mufasa: The Lion King,6.6,49000,Adventure,118.0
Venom: The Last Dance,6.0,109000,Adventure,110.0
Dune: Part Two,8.5,615000,Adventure,166.0
Deadpool & Wolverine,7.6,482000,Adventure,128.0
Paddington in Peru,6.7,18000,Adventure,106.0
Furiosa: A Mad Max Saga,7.5,281000,Adventure,148.0
The Lord of the Rings: The War of the Rohirrim,6.3,28000,Adventure,134.0
Borderlands,4.7,46000,Adventure,101.0
Civil War,7.0,233000,Adventure,109.0
Despicable Me 4,6.2,63000,Adventure,94.0
Solo Leveling: ReAwakening,8.8,8800,Adventure,121.0
The Count of Monte-Cristo,7.6,33000,Adventure,178.0
Inside Out 2,7.5,212000,Adventure,96.0
Damsel,6.1,108000,Adventure,110.0
Transformers One,7.6,48000,Adventure,104.0
Red One,6.3,138000,Adventure,123.0
Kingdom of the Planet of the Apes,6.9,150000,Adventure,145.0
The Return,6.2,7600,Adventure,116.0
Freaky Tales,6.5,377,Adventure,106.0
Madame Web,4.0,99000,Adventure,116.0
Bad Boys: Ride or Die,6.5,98000,Adventure,115.0
Godzilla x Kong: The New Empire,6.1,120000,Adventure,115.0
Love Lies Bleeding,6.6,56000,Adventure,104.0
Ghostbusters: Frozen Empire,6.1,92000,Adventure,115.0
Night of the Zoopocalypse,6.3,357,Adventure,91.0
Wallace & Gromit: Vengeance Most Fowl,7.5,33000,Adventure,82.0
Uglies,4.7,32000,Adventure,100.0
Spaceman,5.7,42000,Adventure,107.0
Survive,4.6,2100,Adventure,90.0
Harold and the Purple Crayon,5.7,8000,Adventure,90.0
Kung Fu Panda 4,6.3,67000,Adventure,94.0
Attack on Titan the Movie: The Last Attack,9.2,14000,Adventure,145.0
The Garfield Movie,5.7,24000,Adventure,101.0
Kalki 2898 AD,7.0,66000,Adventure,180.0
Descendants: The Rise of Red,4.7,6900,Adventure,91.0
Atlas,5.6,55000,Adventure,118.0
Arthur the King,7.0,34000,Adventure,107.0
Spellbound,5.6,6600,Adventure,109.0
Rebel Moon - Part Two: The Scargiver,5.3,59000,Adventure,122.0
My Penguin Friend,6.7,4800,Adventure,97.0
Hitpig,5.1,856,Adventure,86.0
Winner,6.5,2300,Adventure,103.0
Monster Summer,5.7,3500,Adventure,97.0
No Way Up,4.6,10000,Adventure,90.0
Orion and the Dark,6.3,17000,Adventure,93.0
The Unholy Trinity,7.9,49,Adventure,93.0
A Sloth Story,5.6,188,Adventure,90.0
Family Pack,5.5,8800,Adventure,94.0
Megamind vs. The Doom Syndicate,2.5,5500,Adventure,83.0
The Best Christmas Pageant Ever,6.8,6000,Adventure,99.0
Lost on a Mountain in Maine,6.1,1100,Adventure,98.0
Justice League: Crisis on Infinite Earths - Part One,6.2,8400,Adventure,93.0
Justice League: Crisis on Infinite Earths - Part Three,6.1,4400,Adventure,94.0
Saving Bikini Bottom: The Sandy Cheeks Movie,3.7,3800,Adventure,82.0
River of Blood,5.4,1700,Adventure,86.0
The Empire,5.2,1200,Adventure,110.0
Bookworm,6.0,1800,Adventure,103.0
Sasquatch Sunset,5.4,5300,Adventure,88.0
Thelma the Unicorn,5.7,2900,Adventure,93.0
Hanu Man,7.7,29000,Adventure,158.0
Buffalo Kids,6.6,647,Adventure,93.0
Something in the Water,4.1,4500,Adventure,86.0
"I, the Executioner",6.3,1600,Adventure,118.0
Raqa,5.7,126,Adventure,107.0
The Price of Money: A Largo Winch Adventure,5.0,1100,Adventure,100.0
That Christmas,6.8,17000,Adventure,91.0
Badland Hunters,5.9,12000,Adventure,107.0
My Hero Academia: You're Next,7.0,1900,Adventure,110.0
Noah's Ark,4.3,629,Adventure,96.0
The Courier,6.0,4300,Adventure,101.0
Guest from the Future,6.0,1200,Adventure,141.0
The Goat Life,7.1,47000,Adventure,173.0
Manjummel Boys,8.2,27000,Adventure,135.0
The Tiger's Apprentice,5.7,2100,Adventure,84.0
The Wages of Fear,4.6,4100,Adventure,104.0
The Twisters,2.5,316,Adventure,86.0
Ultraman: Rising,6.9,6200,Adventure,117.0
Justice League: Crisis on Infinite Earths - Part Two,5.5,5200,Adventure,94.0
Doraemon the Movie: Nobita's Earth Symphony,6.6,1400,Adventure,115.0
Cult Killer,4.8,2700,Adventure,105.0
Angels Fallen: Warriors of Peace,4.9,5800,Adventure,103.0
The Lost Tiger,7.9,40,Adventure,90.0
Autumn and the Black Jaguar,5.6,973,Adventure,100.0
Operation Blood Hunt,3.4,464,Adventure,93.0
Woody Woodpecker Goes to Camp,4.5,2500,Adventure,100.0
Storm Crashers,6.3,551,Adventure,88.0
My Freaky Family,6.4,390,Adventure,86.0
Anaconda,4.9,605,Adventure,84.0
Golden Kamuy,6.3,2500,Adventure,127.0
Dragonkeeper,5.7,1600,Adventure,98.0
The Firing Squad,5.4,5000,Adventure,93.0
Dalia y el Libro Rojo,6.5,61,Adventure,107.0
No Chains No Masters,6.4,487,Adventure,98.0
Unspeakable: Beyond the Wall of Sleep,5.9,39,Adventure,90.0
Sixty Minutes,5.7,5100,Adventure,88.0
The Last Redemption,6.7,3400,Adventure,122.0
WWII: Operation Phoenix,6.6,63,Adventure,106.0
Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,7.1,8300,Adventure,104.0
Crayon Shin-chan: Ora's Dinosaur Diary,6.5,318,Adventure,106.0
200% Wolf,6.0,1300,Adventure,98.0
Rebellious,6.0,169,Adventure,94.0
Saint-Exupéry,5.5,241,Adventure,98.0
Bambi: A Tale of Life in the Woods,5.7,154,Adventure,85.0
Escape,6.4,1900,Adventure,94.0
Man and Witch: The Dance of a Thousand Steps,5.5,327,Adventure,94.0
Devil's Knight,5.4,781,Adventure,90.0
Thangalaan,6.6,6500,Adventure,156.0
A.R.M,7.1,8600,Adventure,150.0
Panda Bear in Africa,5.5,310,Adventure,84.0
A Legend,4.7,864,Adventure,129.0
Overlord: The Sacred Kingdom,7.0,705,Adventure,135.0
Kanguva,4.5,14000,Adventure,152.0
Niko: Beyond the Northern Lights,6.2,310,Adventure,86.0
Cells at Work!,6.8,172,Adventure,109.0
Robin and the Hoods,4.3,504,Adventure,100.0
Never Look Away,7.2,250,Adventure,85.0
Eat the Night,6.2,423,Adventure,106.0
Spiders on a Plane,5.6,362,Adventure,78.0
Escape from the 21st Century,6.5,826,Adventure,98.0
Planetquake,3.0,283,Adventure,85.0
War of the Worlds: Extinction,3.0,182,Adventure,84.0
Barroz: Guardian of Treasures,3.5,959,Adventure,155.0
Roadkill,3.6,674,Adventure,90.0
Bade Miyan Chote Miyan,3.8,39000,Adventure,163.0
The Forest,6.5,20,Adventure,77.0
Meanwhile on Earth,6.0,878,Adventure,89.0
Ayalaan,6.0,4000,Adventure,155.0
All for One,1.2,612,Adventure,97.0
The Last Ronin,4.9,232,Adventure,115.0
Pimpinero: Blood and Oil,5.6,541,Adventure,121.0
Rally Caps,5.5,136,Adventure,100.0
Bionic,4.3,1700,Adventure,110.0
The Keepers of the 5 Kingdoms,4.1,217,Adventure,109.0
School of Magical Animals 3,5.9,299,Adventure,105.0
Memes & Nightmares,5.7,78,Adventure,81.0
The Last of Us: Immunity,6.3,13,Adventure,64.0
The Mountain,6.6,152,Adventure,89.0
Shrek 5: The Contract - A Fan Made Film,7.0,18,Adventure,84.0
My Fathers' Daughter,6.6,71,Adventure,78.0
No Time to Spy: A Loud House Movie,6.4,438,Adventure,81.0
The Kingdom,7.9,85,Adventure,133.0
Bureau 749,4.1,504,Adventure,123.0
A Trip Elsewhere,5.5,97,Adventure,93.0
The Slave and the Sorcerer,6.7,38,Adventure,86.0
Treasure Trackers,5.8,158,Adventure,92.0
Going Viral,6.8,50,Adventure,90.0
Dongeng Sang Kancil,8.3,80,Adventure,99.0
Gladiators,6.4,37,Adventure,95.0
Return to Wickensburg,4.7,25,Adventure,88.0
Chico Bento e a Goiabeira Maraviosa,7.6,680,Adventure,90.0
The Phantom Warrior,2.4,553,Adventure,119.0
The Casagrandes Movie,5.6,657,Adventure,89.0
Satu - Year of the Rabbit,9.3,50,Adventure,93.0
Z-Mom,4.7,43,Adventure,90.0
"Maya, donne-moi un titre",6.4,48,Adventure,61.0
One Million Babes BC,3.3,36,Adventure,75.0
Fox & Hare Save the Forest,5.9,193,Adventure,71.0
Its Name Was Mormo,3.6,113,Adventure,93.0
Witch Hunter,5.2,23,Adventure,80.0
Mobile Suit Gundam SEED Freedom,6.6,930,Adventure,124.0
Ghost Island,7.1,43,Adventure,95.0
Odio el verano,5.1,554,Adventure,103.0
My Oni Girl,6.0,1700,Adventure,112.0
Trifole,7.5,45,Adventure,100.0
The Big Trip 3: Race Around the World,5.7,51,Adventure,85.0
Elli and the Ghostly Ghost Train,5.0,89,Adventure,86.0
Gracie and Pedro: Pets to the Rescue,5.1,261,Adventure,87.0
Fuuto PI: Portrait of Kamen Rider Skull,7.6,31,Adventure,82.0
Kodaikanal,9.2,68,Adventure,173.0
Letuchiy korabl,3.8,291,Adventure,100.0
Five Friends,6.7,858,Adventure,112.0
The Adventures of Jurassic Pet: Return to the Wild,5.5,54,Adventure,90.0
Bremenskie muzykanty,4.6,662,Adventure,115.0
Rocky Road to Berlin,7.2,1300,Adventure,104.0
Captain Miller,6.5,8600,Adventure,157.0
Empire Queen: The Golden Age of Magic,3.2,204,Adventure,148.0
Earthquake Underground,3.3,191,Adventure,83.0
Little Emma,5.7,103,Adventure,106.0
Hain,2.9,45,Adventure,95.0
Major Grom: The Game,6.1,1800,Adventure,168.0
Zak & Wowo: The Legend of Lendarys,5.7,87,Adventure,85.0
Kalvan,5.6,984,Adventure,142.0
Buddy,3.8,340,Adventure,137.0
Game On,2.6,348,Adventure,85.0
Gaami,6.4,2000,Adventure,147.0
The Epidemic,5.8,69,Adventure,95.0
Diving Into the Darkness,9.1,82,Adventure,96.0
Kvitebjørn,5.9,53,Adventure,85.0
Abudeka Is Back,5.3,31,Adventure,120.0
Amazon Bullseye,5.3,185,Adventure,113.0
Vertical,5.2,119,Adventure,111.0
Teenz,4.5,861,Adventure,122.0
Jathara,6.4,1100,Adventure,129.0
Formed Police Unit,4.6,473,Adventure,120.0
Powder Pup,6.2,73,Adventure,89.0
I Heart Robots,4.6,2300,Adventure,76.0
At Her Feet,7.5,40,Adventure,100.0
Oculus,6.0,15,Adventure,113.0
Tay 2: Ebabil Takimi,5.5,36,Adventure,78.0
Seven Seas Seven Hills,8.7,86,Adventure,90.0
Historia de pastores,5.6,28,Adventure,80.0
Stinky Summer,5.9,45,Adventure,90.0
Goldbeak,4.9,127,Adventure,94.0
Dead Dead Demon's Dededede Destruction,7.0,139,Adventure,120.0
Tri kota. Zimnie kanikuly,6.1,27,Adventure,65.0
Un lío de millones,6.0,50,Adventure,91.0
Marianengraben,7.6,71,Adventure,87.0
Yaren Leylek,5.9,26,Adventure,95.0
Bull Shark 3,3.6,72,Adventure,76.0
Jurassic Triangle,2.5,277,Adventure,84.0
Death Game,6.3,24,Adventure,88.0
Tracing the Divide,8.7,162,Adventure,84.0
Captain Avispa,5.8,172,Adventure,96.0
The Worlds Divide,8.0,36,Adventure,120.0
Road Wars: Max Fury,2.0,349,Adventure,83.0
Baba Yaga spasaet Novyy god,4.4,113,Adventure,99.0
Sunlight,7.9,17,Adventure,96.0
Cazatesoros,6.6,25,Adventure,106.0
Naa Saami Ranga,4.5,1200,Adventure,150.0
Yolki 11,4.6,165,Adventure,92.0
Gepack,6.6,360,Adventure,97.0
Daye: Seret ahl el Daye,7.8,15,Adventure,104.0
Nintama Rantaro Dokutake Ninja-tai Saikyou no Gunshi,6.8,14,Adventure,90.0
Dünya Varmis,7.4,49,Adventure,100.0
My Redneck Neighbor: Chapter 1 - The Rednecks Are Coming,5.0,7,Adventure,74.0
Wonderful Precure! The Movie! Doki Doki Game no Sekai de Daiboken,6.8,28,Adventure,71.0
Dragon Ball Z Kai,8.4,66,Adventure,82.0
Mong Vuot,5.3,116,Adventure,96.0
Arctic Hollow,2.3,179,Adventure,70.0
Next to Us,4.9,220,Adventure,125.0
The Traveller,5.2,203,Adventure,134.0
The Star City Murders,4.1,141,Adventure,79.0
Luigi's Mansion,6.0,17,Adventure,60.0
Spirit Riser,6.7,33,Adventure,98.0
Taklee Genesis x Worlds Collide,5.5,388,Adventure,146.0
Birds Flying East,5.8,560,Adventure,100.0
Si Juki the Movie: Harta Pulau Monyet,6.0,115,Adventure,107.0
Sam and Colby: The Legends of the Paranormal,4.8,303,Adventure,98.0
Tulang Belulang Tulang,7.0,39,Adventure,95.0
Turma da Mônica Jovem: Reflexos do Medo,2.8,255,Adventure,88.0
Appu,8.6,181,Adventure,92.0
Friendly Fire,6.6,30,Adventure,105.0
LasseMajas detektivbyrå - Maskoten som försvann,6.0,54,Adventure,90.0
Ahl Al Kahf,5.2,238,Adventure,120.0
Six Nine Five (695),7.0,705,Adventure,137.0
Masha i Medved v kino: Park chudes,7.0,16,Adventure,58.0
Askepote,3.5,80,Adventure,72.0
Ognivo,5.4,216,Adventure,105.0
Rocky and Bullwinkle,9.2,12,Adventure,100.0
Troy the Bharat Putra,5.5,31,Adventure,134.0
Permafrost,5.7,112,Adventure,80.0
Tipppsy,8.1,32,Adventure,115.0
Håkan Bråkan 2,5.4,130,Adventure,92.0
Dünya Mali: Eksi Bir,7.2,16,Adventure,133.0
This Land of Mine,8.0,5,Adventure,90.0
Kaizen,7.3,639,Adventure,160.0
The Secret of Pin-Up Island,7.4,92,Adventure,107.0
A Christmas Carol,9.8,11,Adventure,39.0
Vikaasaparva,8.7,540,Adventure,134.0
Stranded Pearl,6.0,27,Adventure,90.0
The Very Last Christmas,8.5,11,Adventure,75.0
Joachim and the Apocalypse,7.2,13,Adventure,90.0
The Trail,7.2,19,Adventure,80.0
Güzel Bir Rüya,4.9,41,Adventure,79.0
Advent,7.5,6,Adventure,119.0
Surge of Power: Where There's Smoke,6.5,13,Adventure,68.0
Transformers Prime: Galavatron's Revenge,3.0,5,Adventure,104.0
Mountain Boy,8.2,17,Adventure,93.0
Steal the Naughty List,6.6,114,Adventure,90.0
Xibalba Monster,6.0,20,Adventure,76.0
Kade,6.5,15,Adventure,92.0
Die Chaosschwestern und Pinguin Paul,5.7,66,Adventure,100.0
Tokusou Sentai Dekaranger 20th: Fireball Booster,7.1,29,Adventure,50.0
Samaya bolshaya luna,2.4,128,Adventure,105.0
Two Breaths,8.1,21,Adventure,18.0
Triple 7: They Said It Couldn't Be Done,8.5,13,Adventure,97.0
