Title,Rating,Votes,Genre,Duration(in_mins)
Bremenskie muzykanty,4.6,662,fantasy,115.0
Spirit World,5.7,57,fantasy,94.0
Fidil Ghorm,7.8,7,fantasy,86.0
Empire Queen: The Golden Age of Magic,3.2,204,fantasy,148.0
Hanami,6.8,99,fantasy,96.0
Zak & Wowo: The Legend of Lendarys,5.7,87,fantasy,85.0
Una ballena,6.0,48,fantasy,108.0
Gaami,6.4,2000,fantasy,147.0
The Epidemic,5.8,69,fantasy,95.0
The Sisters,4.7,147,fantasy,122.0
White Cobra Diamond Fox vs the Golden Eye,5.2,24,fantasy,90.0
Vertical,5.2,120,fantasy,111.0
Dr. Sander's Sleep Cure,6.4,712,fantasy,98.0
King Baby,7.0,24,fantasy,88.0
Oshi no Ko: The Final Act,7.7,97,fantasy,129.0
We Work for the Dead,6.7,505,fantasy,84.0
Seven Seas Seven Hills,8.7,86,fantasy,90.0
River of Ghosts,3.0,302,fantasy,102.0
Mayan,8.8,130,fantasy,113.0
The Time Travel Hills,5.8,68,fantasy,82.0
Dead Dead Demon's Dededede Destruction,7.0,139,fantasy,120.0
My Future You,8.6,46,fantasy,109.0
Nyctophobia,7.6,1800,fantasy,90.0
The Heartsmith,9.6,42,fantasy,95.0
Bodegón con fantasmas,6.5,148,fantasy,88.0
The Vord,3.4,64,fantasy,101.0
Schirkoa: In Lies We Trust,5.6,154,fantasy,103.0
A Song from the Dark,4.8,2200,fantasy,105.0
All In,5.6,84,fantasy,103.0
Don Dukun,7.0,48,fantasy,98.0
The Evil Fairy Queen,5.5,46,fantasy,90.0
Saint Young Men: Holy Men vs Demon Army,3.0,13,fantasy,93.0
The Fisherman,7.1,41,fantasy,105.0
Penguin Girl,6.9,11,fantasy,98.0
The Woods Are Real,2.4,458,fantasy,80.0
Captain Avispa,5.8,172,fantasy,96.0
The Worlds Divide,8.0,36,fantasy,120.0
Baba Yaga spasaet Novyy god,4.4,113,fantasy,99.0
Letters at Christmas,3.7,170,fantasy,84.0
Fureru,6.4,23,fantasy,107.0
Princesa Adormecida,3.8,153,fantasy,80.0
Sureshinteyum Sumalathayudeyum Hridayahariyaya Pranayakatha,5.9,83,fantasy,138.0
The Proud Princess,7.2,102,fantasy,84.0
SuperKlaus,4.3,196,fantasy,88.0
Respati,5.8,279,fantasy,112.0
Bhairadevi,8.8,44,fantasy,134.0
Hold Me Close,7.0,10,fantasy,98.0
Princess Halle and the Jester,4.8,61,fantasy,71.0
Vidente por Acidente,5.0,72,fantasy,93.0
Universal Groove,5.4,169,fantasy,74.0
Videotheque,6.2,98,fantasy,112.0
Wonderful Precure! The Movie! Doki Doki Game no Sekai de Daiboken,6.8,28,fantasy,71.0
Planet 7693,7.6,66,fantasy,110.0
Hakkenden,5.8,73,fantasy,149.0
Dragon Ball Z Kai,8.4,66,fantasy,82.0
The Traveller,5.2,203,fantasy,134.0
Rita,5.8,265,fantasy,107.0
Intercambiadas,6.5,50,fantasy,97.0
Spirit Riser,6.7,33,fantasy,98.0
Si Juki the Movie: Harta Pulau Monyet,6.0,115,fantasy,107.0
Ebenezer: The Traveler,3.5,144,fantasy,102.0
"Don't Cry, Butterfly",6.4,108,fantasy,97.0
Sunce nikad vise,7.5,20,fantasy,72.0
Kajolrekha,6.3,170,fantasy,156.0
Turma da Mônica Jovem: Reflexos do Medo,2.8,255,fantasy,88.0
Nie Xiaoqian,6.4,16,fantasy,112.0
Pechi,5.5,1500,fantasy,110.0
Ienai Himitsu,6.9,59,fantasy,115.0
Ooru Peru Bhairavakona,5.7,1700,fantasy,133.0
Askepote,3.5,80,fantasy,72.0
The Seductress from Hell,7.0,16,fantasy,102.0
Ognivo,5.5,216,fantasy,105.0
Maya Puthagam,5.4,424,fantasy,122.0
The Gesuidouz,6.9,52,fantasy,93.0
Malaikottai Vaaliban,6.0,4100,fantasy,156.0
Carol,8.3,47,fantasy,115.0
Vincent,8.5,33,fantasy,92.0
The Jester from Transylvania,4.8,37,fantasy,102.0
Vampire Genesis,4.4,36,fantasy,105.0
The Secret of Pin-Up Island,7.4,92,fantasy,107.0
Un cuento de pescadores,7.3,38,fantasy,103.0
Naag Bhoomi,5.7,8,fantasy,130.0
Fragments of Us,7.7,9,fantasy,49.0
Into the Mortal World,6.8,143,fantasy,118.0
Wedding Diaries,9.0,2000,fantasy,121.0
Joachim and the Apocalypse,7.2,13,fantasy,90.0
Les tempêtes,5.7,21,fantasy,84.0
Double Tuckerr,5.0,1200,fantasy,120.0
Advent,7.5,6,fantasy,119.0
"The Girl, the Hunter & the Firefly",7.3,19,fantasy,98.0
Blue Christmas,5.6,21,fantasy,79.0
The Beads,6.3,11,fantasy,100.0
Keo=peul-ji-ok,5.3,7,fantasy,94.0
Couple in the Woods,5.8,30,fantasy,65.0
River Returns,6.8,12,fantasy,109.0
The Supernatural Sweet Shop: The Movie,7.9,15,fantasy,103.0
Mephisto,5.4,61,fantasy,108.0
Hiçbir Sey Normal Degil,6.4,63,fantasy,71.0
Tokusou Sentai Dekaranger 20th: Fireball Booster,7.1,29,fantasy,50.0
Apollon by Day Athena by Night,6.9,11,fantasy,112.0
Samaya bolshaya luna,2.4,128,fantasy,105.0
Two Breaths,8.1,21,fantasy,18.0
Fights Break Sphere 3,4.7,8,fantasy,81.0
Snake Skin Beauty,4.1,19,fantasy,83.0
Maxxie LaWow: Drag Super-shero,8.9,55,fantasy,114.0
The Eye of the Salamander,7.9,20,fantasy,81.0
Lilla spöket Laban spökar igen,6.1,24,fantasy,44.0
The Umbrella Fairy,5.5,48,fantasy,95.0
Domovyonok Kuzya,6.6,805,fantasy,90.0
Dead Dead Demon's Dededede Destruction Zenpen,7.0,136,fantasy,120.0
Soul Traveler (The Feature),4.2,22,fantasy,96.0
Yao Shen Ling,6.7,66,fantasy,93.0
Chhota Bheem and the Curse of Damyaan,4.8,2300,fantasy,145.0
Nueva Tierra,7.6,30,fantasy,123.0
Sith Wars: Episódio III - Fantasmas Dos Sith,8.6,114,fantasy,99.0
Ella,9.3,64,fantasy,91.0
Tara - The Lost Star,9.9,10,fantasy,90.0
Traces of Love,6.5,903,fantasy,105.0
Spin the Wheel,6.0,87,fantasy,102.0
JAPA,7.5,15,fantasy,110.0
Cedric & Alysia,5.1,51,fantasy,84.0
Demon Host,5.9,17,fantasy,80.0
Mother Maker Lover Taker,6.1,32,fantasy,99.0
Fenómenos naturales,7.4,28,fantasy,80.0
Achilles Curse and the Curse of Treasure,7.4,24,fantasy,125.0
Apokrif,8.6,18,fantasy,64.0
Vasilisa i khraniteli vremeni,3.2,66,fantasy,98.0
The Old Man and the Demon Sword,7.6,35,fantasy,63.0
Formula vody,4.5,27,fantasy,86.0
Bob a Bobek ve filmu: Na stope Mrkvojeda,8.7,18,fantasy,80.0
Domovoy,4.3,289,fantasy,102.0
Pushpaka Vimanam,5.6,16,fantasy,137.0
Tri bogatyrya. Ni dnya bez podviga,5.7,62,fantasy,61.0
Code Duello: From the Tithebanner Saga,8.9,338,fantasy,61.0
10/31 Part 4,5.6,17,fantasy,87.0
Woof Woof Daddy,6.5,39,fantasy,105.0
Bloodspawn,5.7,9,fantasy,76.0
UnichtoZhanna,3.3,50,fantasy,98.0
The Journey of Flower,3.9,25,fantasy,97.0
Sharma & Ambani,9.1,183,fantasy,104.0
Supersiostry,3.9,134,fantasy,90.0
IZLIYORLAR,7.2,28,fantasy,113.0
"Fallen Leaves, Broken Lighters",7.7,7,fantasy,96.0
Witches of God,7.6,16,fantasy,73.0
Darker Than Night,4.7,24,fantasy,82.0
Brush of the God,6.5,13,fantasy,74.0
Wonderland,6.8,12,fantasy,120.0
Painted Skin,6.8,52,fantasy,80.0
Black Dragon,3.9,9,fantasy,99.0
Iron Nest of the Moon,7.6,13,fantasy,70.0
Wanderer,7.0,9,fantasy,46.0
Horse with No Name,7.5,12,fantasy,72.0
Princezna na hrásku,5.6,63,fantasy,80.0
I Am Moon,8.0,9,fantasy,127.0
Let's Go! Anpanman: Baikinman and Lulun,6.5,7,fantasy,64.0
And Through the Portal We Go,7.4,8,fantasy,83.0
Xiao zi,3.5,12,fantasy,101.0
Dracu Ra,5.5,34,fantasy,106.0
Chyortov kamen,6.4,9,fantasy,105.0
Kyle and the Last Emerald 2,8.4,7,fantasy,15.0
Krapiva: Tsvetok smerti,6.0,48,fantasy,81.0
Bicho Monstro,8.0,5,fantasy,75.0
Nebesko,5.2,10,fantasy,73.0
Gato Galactico e o Feitiço do Tempo,7.7,68,fantasy,85.0
Velký Pán,7.0,8,fantasy,73.0
LUDA,7.2,6,fantasy,86.0
Lucid Love,8.6,29,fantasy,71.0
Skazochnyy patrul. Shou prodolzhayetsya,7.2,11,fantasy,65.0
"Bryson, the Demon Slayer",4.5,12,fantasy,59.0
The Legend of the Cat Demon,4.8,12,fantasy,85.0
Kan dao ling hun de na zhi yan shi gong,3.3,12,fantasy,124.0
The Blinkless,7.8,12,fantasy,59.0
Kyle and the Last Emerald,5.6,17,fantasy,20.0
Cageling,5.9,8,fantasy,69.0
Moana 2,6.7,91000,family,100.0
Flow,7.9,63000,family,85.0
The Day the Earth Blew Up: A Looney Tunes Movie,7.0,2800,family,91.0
Sonic the Hedgehog 3,6.9,54000,family,110.0
Mufasa: The Lion King,6.6,49000,family,118.0
Paddington in Peru,6.7,18000,family,106.0
Despicable Me 4,6.2,63000,family,94.0
Inside Out 2,7.5,212000,family,96.0
IF,6.4,57000,family,104.0
Transformers One,7.6,48000,family,104.0
Wallace & Gromit: Vengeance Most Fowl,7.5,33000,family,82.0
Harold and the Purple Crayon,5.7,8000,family,90.0
Kung Fu Panda 4,6.3,67000,family,94.0
Young Hearts,8.1,4500,family,99.0
The Garfield Movie,5.7,24000,family,101.0
The Forge,6.7,4600,family,124.0
Descendants: The Rise of Red,4.7,6900,family,91.0
Spellbound,5.6,6600,family,109.0
How to Make Millions Before Grandma Dies,8.0,13000,family,125.0
My Penguin Friend,6.7,4800,family,97.0
Hitpig,5.1,856,family,86.0
Faith of Angels,5.9,176,family,98.0
Piece by Piece,6.9,5200,family,93.0
You Gotta Believe,5.8,1300,family,104.0
Unsung Hero,7.0,4900,family,113.0
Orion and the Dark,6.3,17000,family,93.0
A Sloth Story,5.6,188,family,90.0
Megamind vs. The Doom Syndicate,2.5,5500,family,83.0
Lost on a Mountain in Maine,6.1,1100,family,98.0
Saving Bikini Bottom: The Sandy Cheeks Movie,3.7,3800,family,82.0
Big World,7.4,1100,family,131.0
Thelma the Unicorn,5.7,2900,family,93.0
Buffalo Kids,6.6,647,family,93.0
The Thundermans Return,5.0,1800,family,70.0
Fear,8.5,2800,family,115.0
That Christmas,6.8,17000,family,91.0
Noah's Ark,4.3,629,family,96.0
Woodwalkers,5.3,365,family,103.0
Guest from the Future,6.0,1200,family,141.0
The Tiger's Apprentice,5.7,2100,family,84.0
Ultraman: Rising,6.9,6200,family,117.0
Doraemon the Movie: Nobita's Earth Symphony,6.6,1400,family,115.0
The Lost Tiger,7.8,41,family,90.0
10 Lives,5.9,1900,family,88.0
Runt,6.4,506,family,91.0
Panda Plan,5.1,1100,family,99.0
Autumn and the Black Jaguar,5.6,973,family,100.0
Woody Woodpecker Goes to Camp,4.5,2500,family,100.0
Storm Crashers,6.3,551,family,88.0
My Freaky Family,6.4,390,family,86.0
Dalia y el Libro Rojo,6.5,61,family,107.0
Bibi Rajni,8.6,709,family,143.0
Meiyazhagan,8.4,13000,family,177.0
Rajakili,7.6,560,family,122.0
Savages,7.0,275,family,87.0
Crayon Shin-chan: Ora's Dinosaur Diary,6.5,318,family,106.0
200% Wolf,6.0,1300,family,98.0
Rebellious,6.0,169,family,94.0
Bila Esok Ibu Tiada,6.5,258,family,104.0
Bambi: A Tale of Life in the Woods,5.7,154,family,85.0
The Night Before Christmas in Wonderland,6.3,509,family,80.0
Average Joe,4.2,560,family,100.0
Man and Witch: The Dance of a Thousand Steps,5.5,327,family,94.0
The Groomsmen: First Look,6.1,379,family,82.0
Panda Bear in Africa,5.5,310,family,84.0
Ryan's World the Movie: Titan Universe Adventure,1.8,659,family,80.0
A Sudden Case of Christmas,5.1,1100,family,91.0
Niko: Beyond the Northern Lights,6.2,310,family,86.0
And the Breadwinner Is...,6.8,241,family,123.0
Ghost Cat Anzu,6.5,724,family,97.0
Believe in Christmas,6.1,820,family,90.0
Robin and the Hoods,4.3,504,family,100.0
A Nashville Wish,5.6,89,family,102.0
A Carpenter's Prayer,8.6,33,family,91.0
Super-Charlie,5.8,109,family,80.0
The Neon Highway,6.0,485,family,113.0
Rally Caps,5.5,136,family,100.0
School of Magical Animals 3,5.9,299,family,105.0
Der Buchspazierer,7.3,363,family,98.0
The Primrose Railway Children,4.9,142,family,81.0
Marry Christmas,6.9,58,family,85.0
A Brother and 7 Siblings,8.6,1100,family,129.0
Véletlenül írtam egy könyvet,7.7,290,family,98.0
"Love, Sitara",5.3,295,family,105.0
No Time to Spy: A Loud House Movie,6.4,438,family,81.0
Skelly,5.6,90,family,85.0
Sabari,8.4,5400,family,129.0
Brewster's Millions: Christmas,5.7,186,family,100.0
Home Sweet Loan,8.1,830,family,112.0
Treasure Trackers,5.8,158,family,92.0
The Snow Sister,7.0,2100,family,96.0
Going Viral,6.8,50,family,90.0
Dongeng Sang Kancil,8.3,80,family,99.0
Cup,8.5,66,family,146.0
Return to Wickensburg,4.7,25,family,88.0
Chico Bento e a Goiabeira Maraviosa,7.6,680,family,90.0
Disaster Holiday,4.8,678,family,93.0
Juliette au printemps,6.4,219,family,95.0
Juf Braaksel en de Geniale Ontsnapping,4.0,43,family,83.0
Babah,7.0,105,family,129.0
Ole Aale,8.7,408,family,142.0
The Casagrandes Movie,5.6,657,family,89.0
Like a Rolling Stone,7.8,415,family,106.0
"Maya, donne-moi un titre",6.4,48,family,61.0
2nd Miracle in Cell No. 7,7.8,199,family,147.0
Dance Rivals,5.9,64,family,93.0
Father There is Only One 4,5.2,603,family,90.0
Dear Family,6.9,52,family,116.0
Victoria må dø,5.9,349,family,85.0
Børnene fra Sølvgade,7.6,92,family,102.0
Grrr...,4.0,807,family,121.0
My Oni Girl,6.0,1700,family,112.0
The Big Trip 3: Race Around the World,5.7,51,family,85.0
Elli and the Ghostly Ghost Train,5.0,89,family,86.0
"Die Heinzels: Neue Mützen, Neue Mission",6.4,74,family,76.0
Krispy Rishtey,6.6,69,family,133.0
Gracie and Pedro: Pets to the Rescue,5.1,261,family,87.0
Letuchiy korabl,3.8,291,family,100.0
The Adventures of Jurassic Pet: Return to the Wild,5.5,54,family,90.0
Bremenskie muzykanty,4.6,662,family,115.0
Dog Days,6.7,303,family,120.0
Paper Flowers,8.8,30,family,100.0
Aanandhapuram Diaries,7.1,2500,family,115.0
"Robotia, the Movie",8.2,22,family,86.0
Little Emma,5.7,103,family,106.0
Zak & Wowo: The Legend of Lendarys,5.7,87,family,85.0
Il migliore dei mali,7.8,6,family,90.0
Windcatcher,5.3,406,family,80.0
Kvitebjørn,5.9,53,family,85.0
Luv Ki Arrange Marriage,3.9,4500,family,135.0
G for Gap,7.2,537,family,103.0
Powder Pup,6.2,73,family,89.0
Living Large,7.7,101,family,80.0
Stinky Summer,5.9,45,family,90.0
Goldbeak,4.9,127,family,94.0
Tri kota. Zimnie kanikuly,6.1,27,family,65.0
Saint Nick of Bethlehem,9.3,96,family,93.0
Chicken Coop,5.8,88,family,98.0
Eine zweite Chance,8.6,39,family,91.0
Yaren Leylek,5.9,26,family,95.0
Daaru Na Peenda Hove,7.7,2300,family,111.0
Singapore Saloon,6.0,1200,family,137.0
Superkrachten voor je hoofd,7.3,194,family,92.0
Magic Beach,5.5,58,family,80.0
Sunny,7.6,21,family,122.0
Sieger Sein,6.6,172,family,119.0
Captain Avispa,5.8,172,family,96.0
Baba Yaga spasaet Novyy god,4.4,113,family,99.0
Gina,7.6,22,family,100.0
Peppa's Cinema Party,5.0,153,family,65.0
Yolki 11,4.6,165,family,92.0
Daye: Seret ahl el Daye,7.8,15,family,104.0
Nadanna Sambhavam,5.8,1400,family,120.0
Nintama Rantaro Dokutake Ninja-tai Saikyou no Gunshi,6.8,14,family,90.0
The Proud Princess,7.2,101,family,84.0
SuperKlaus,4.3,196,family,88.0
Gharat Ganpati,7.9,495,family,139.0
My Redneck Neighbor: Chapter 1 - The Rednecks Are Coming,5.0,7,family,74.0
Vishesham,6.7,1300,family,136.0
Too Old for Fairy Tales 2,4.8,387,family,95.0
Wonderful Precure! The Movie! Doki Doki Game no Sekai de Daiboken,6.8,28,family,71.0
Planet 7693,7.6,66,family,110.0
Chithini,6.0,551,family,151.0
14 Days Love,7.9,9,family,112.0
Luigi's Mansion,6.0,17,family,60.0
Joy of Horses,5.8,162,family,90.0
Kardes Takimi,3.5,546,family,95.0
Ghudchadi,4.2,551,family,113.0
The Legend of Catclaws Mountain,3.5,170,family,104.0
Si Juki the Movie: Harta Pulau Monyet,6.0,115,family,107.0
Obraz,7.6,17,family,95.0
Dedh Bigha Zameen,6.9,743,family,100.0
The Lamb,7.0,28,family,85.0
Brother,6.3,2300,family,140.0
Amaltash,8.1,145,family,113.0
LasseMajas detektivbyrå - Maskoten som försvann,6.0,54,family,90.0
Grüsse vom Mars,6.7,20,family,85.0
BeBe Winans' We Three Kings,6.9,128,family,90.0
Masha i Medved v kino: Park chudes,7.0,16,family,58.0
Spirit of Friendship,4.3,73,family,85.0
Askepote,3.5,80,family,72.0
Miracle Mile,8.7,27,family,82.0
Ognivo,5.4,216,family,105.0
Mr. Santa: A Christmas Extravaganza,8.5,16,family,98.0
Troy the Bharat Putra,5.5,31,family,134.0
The Land of Morning Calm,6.1,19,family,113.0
Laggam,8.5,5100,family,130.0
The Magic Penguin,3.8,26,family,89.0
Håkan Bråkan 2,5.4,130,family,92.0
Vaar Tahevaar,8.0,279,family,127.0
Hashtag Tadev lagnam,6.5,135,family,118.0
Carol,8.3,47,family,115.0
Palayam PC,5.2,136,family,118.0
Rajkumar,7.3,2600,family,145.0
The Hedgehog,6.7,668,family,104.0
The Secret of Pin-Up Island,7.4,92,family,107.0
CBeebies Panto: Beauty and the Beast,7.8,16,family,73.0
A Christmas Miracle,6.0,65,family,88.0
Mees Kees op eigen benen,6.1,31,family,82.0
De Bellinga's: Pretpark op stelten,3.1,123,family,70.0
Vikaasaparva,8.7,540,family,134.0
Wedding Diaries,9.0,2000,family,121.0
Ducobu passe au vert!,4.0,127,family,90.0
Porch Pirates,5.0,100,family,107.0
Baii Ga,4.2,60,family,134.0
For Prophet,5.4,104,family,105.0
Double Tuckerr,5.0,1200,family,120.0
Mountain Boy,8.2,17,family,93.0
Steal the Naughty List,6.6,114,family,90.0
"Akiko, der fliegende Affe",8.4,10,family,70.0
Die Chaosschwestern und Pinguin Paul,5.7,66,family,100.0
Feather Christmas,5.2,120,family,94.0
Scooped,5.3,44,family,84.0
Tartinijev kljuc,7.8,21,family,115.0
Dikkie Dik 2: Een Nieuwe Vriend voor Dikkie Dik,7.4,71,family,70.0
Paagal vs Kadhal,9.0,2100,family,111.0
Christmas Carole,4.3,74,family,93.0
Domovyonok Kuzya,6.5,805,family,90.0
Rocket Club: Across the Cosmos,8.2,18,family,68.0
Igrisca ne damo!,6.9,26,family,79.0
Day of the Diesels,7.2,9,family,100.0
Chhota Bheem and the Curse of Damyaan,4.8,2300,family,145.0
Inanimate Insanity II: The Movie,8.3,226,family,106.0
Heavens: The Boy and His Robot,6.3,21,family,98.0
Ne odna doma,4.1,80,family,79.0
Our Church Thinks We're Dating,7.5,59,family,102.0
Super papa,5.2,112,family,90.0
"Merry Birthday, Happy Christmas",4.8,114,family,84.0
Smotri na menya!,5.6,66,family,120.0
Piraty galaktiki Barrakuda,4.4,79,family,92.0
Dikkie Dik en de Verdwenen Knuffel,7.2,127,family,62.0
Animal Tales of Christmas Magic,6.8,50,family,72.0
Vasilisa i khraniteli vremeni,3.1,66,family,98.0
Mastaani,9.4,25,family,150.0
De Grote Sinterklaasfilm - Stampij in de bakkerij,3.0,76,family,75.0
Oyunda Kal: Eglence Arenasi,2.7,35,family,92.0
My Dear Donga,5.7,160,family,132.0
Manyunya. Priklyucheniya v derevne,5.9,115,family,84.0
Our Christmas House,5.4,44,family,77.0
The Truth: The Journey Within,7.2,8,family,91.0
De Club van Sinterklaas Film: Het Grote Sneeuwavontuur,5.8,50,family,79.0
Bob a Bobek ve filmu: Na stope Mrkvojeda,8.7,18,family,80.0
Little Town,6.8,11,family,90.0
DeAr,5.1,1300,family,132.0
SDL A Batalha Musical,7.3,40,family,102.0
Moy dikiy drug,6.7,52,family,100.0
Awesomest Christmas Ever,6.8,20,family,78.0
Uma & Haggen: Mitos,7.5,45,family,94.0
Tri bogatyrya. Ni dnya bez podviga,5.7,62,family,61.0
Double Engine,5.6,114,family,106.0
Thookudurai,4.3,2300,family,125.0
Gowri,7.5,4100,family,130.0
A Hero's Journey: The Making of Percy Jackson and the Olympians,7.4,248,family,50.0
Woof Woof Daddy,6.5,39,family,105.0
De Legende van Familie Vos,5.7,58,family,81.0
Pui Pui Molcar the Movie: Molmax,7.0,7,family,69.0
Mansarra,7.7,20,family,138.0
Manyunya. Priklyucheniya v Moskve,5.6,109,family,87.0
Hope's Hollywood Christmas,8.9,28,family,90.0
A Game of Two Halves,7.3,24,family,100.0
Moy lyubimyy chempion,2.3,419,family,95.0
Gabru Gang,8.7,214,family,123.0
Fanzo Movie,7.9,10,family,104.0
Titip Surat Untuk Tuhan,6.5,40,family,81.0
A Holiday for Harmony,3.6,35,family,120.0
Semeynyy perepolokh,4.8,58,family,87.0
Padmavyuham Lo Chakradhari,7.4,1700,family,110.0
Chitti - Potti,9.0,1700,family,150.0
Petualangan Anak Penangkap Hantu,6.0,24,family,99.0
Haydi Tut Elimi,6.7,25,family,113.0
Vozvrashchenie popugaya Keshi,4.1,59,family,93.0
"7 dney, 7 nochey",6.4,403,family,98.0
Oti Uttam,5.2,203,family,137.0
"Heinähattu, Vilttitossu ja kana",4.9,59,family,77.0
Novyy god v Beryozovke,7.1,98,family,94.0
Boom!,8.3,10,family,90.0
Tayna Chyornoy Ruki,5.7,22,family,84.0
Al Eid Eiden,6.1,11,family,110.0
YA - medved,4.9,61,family,97.0
Kaagada,8.8,13,family,149.0
When the World Met Miss Probinsyana,9.5,42,family,155.0
Odna doma. Velikolepnaya pyatyorka,4.1,39,family,85.0
Once Upon a Christmas,6.8,13,family,115.0
Max und die wilde 7: Die Geister-Oma,6.2,46,family,90.0
Perfekta: Uma Aventura da Escola de Gênios,5.8,15,family,92.0
Malyshariki. Den rozhdeniya,5.8,28,family,52.0
Lek Asavi Tar Ashi,5.5,13,family,143.0
Khelaghar Bandhte Legechi,8.0,7,family,100.0
Last Defenders of Monogamy,5.3,385,family,84.0
Klaantha,6.2,518,family,107.0
Iwájú: A Day Ahead,6.8,73,family,71.0
Vindu Bhojanam,7.2,54,family,103.0
"Poymay sobaku, esli smozhesh",3.5,36,family,96.0
Udanadi Mangalyam,2.9,24,family,90.0
Princezna na hrásku,5.6,63,family,80.0
Mezhdu nami,5.1,35,family,93.0
A House Without a Father,6.2,34,family,61.0
V banyu!,5.2,69,family,99.0
Papu mame zaverni,3.5,67,family,106.0
Moyo sobache delo,5.2,41,family,77.0
My Dad Is an Alien,8.0,18,family,96.0
Prinsessa Pikkiriikki,6.1,39,family,75.0
Novogodnee chudo,5.5,14,family,73.0
Kattis Gang,8.2,403,family,144.0
Give 'Em Hell Honey!,6.1,11,family,94.0
Vovó Ninja,5.2,21,family,96.0
Let's Go! Anpanman: Baikinman and Lulun,6.5,7,family,64.0
Arne Alligator och djungelkompisarna,4.6,48,family,61.0
Bitva pap,4.5,24,family,79.0
Neposlushniki,4.9,93,family,108.0
Korporatsiya Morozov,5.5,30,family,83.0
Kazhdyy mechtaet o sobake,5.2,31,family,90.0
The Christmas Room,6.4,52,family,99.0
Mukhadrakon,5.3,16,family,109.0
Suvorovets 1944,5.6,8,family,90.0
Tui Ke Amar,6.6,6,family,114.0
Uparwala & Sons,9.2,322,family,126.0
Childhood Tales,7.3,20,family,63.0
Give You a Candy,5.4,14,family,134.0
A Christmas Reunion,4.9,11,family,64.0
Haddhu Ledhu Raa,7.3,2000,family,112.0
Nebesko,5.2,10,family,73.0
Idu Entha Lokavayya,6.6,7,family,120.0
Appa I Love You,8.7,543,family,145.0
Uzhaipalar Thinam,4.3,7,family,122.0
Selebryata,3.6,20,family,93.0
Príncipe Lu e a Lenda do Dragão,4.2,27,family,90.0
Person of the Year,5.8,11,family,100.0
Omar v bolshom kino,5.8,26,family,86.0
LUDA,7.2,6,family,86.0
Pinnil Oral,6.0,113,family,127.0
Skazochnyy patrul. Shou prodolzhayetsya,7.2,11,family,65.0
Kallu Compound 1995,8.1,2000,family,140.0
Iyus Jenius,9.0,7,family,82.0
Fien & Teun Circus op de Boerderij,5.6,11,family,77.0
Wholesome Grove,7.0,8,family,99.0
Borjatri,8.4,6,family,72.0
Mallemogga,9.0,11,family,132.0
Salamat Rahe Dostana Hamara (SRDH),9.3,87,family,60.0
Tomari Sathe,8.0,8,family,54.0
Gyakorlat teszi a mestert,6.1,15,family,46.0
Beyaz Zenciler: Yapim Asamasi,8.6,5,family,55.0
